id,text
936851125973553153,Tonight the @SenateGOP gave a giant tax break to the rich &amp; left everyone else holding the bag. This is about more… https://t.co/ryp7vapcbd
936850822796795904,Working families are already on the ropes – and this #GOPTaxScam is another punch in the gut. We must keep fighting… https://t.co/zASoMNkJlr
936850466377363456,This Congress doesn’t work for working families. It works for corporate lobbyists &amp; campaign donors in backroom dea… https://t.co/ZeR3AQG1W5
936800016928194560,"The @SenateGOP just voted against protecting Medicare, Medicaid, and Social Security from future cuts. Make no mist… https://t.co/plrR99gPV2"
936793531892371456,Well there you have it: The @SenateGOP won’t even give Democrats the weekend to read all the lobbyist giveaways the… https://t.co/k9QITTEQR6
936775140829839360,.@SenateGOP is about to try to ram through their #GOPTaxScam bill. Tune in live. https://t.co/J7TPdKoJ87
936756302000414720,"No, I haven’t had time to read the 500-page #GOPTaxScam bill that we’re voting on tonight. I couldn’t read it if I… https://t.co/LRhnkj4q8U"
936723692469530624,Flynn’s admission underscores the importance of the Special Prosecutor. No one is above the law – NO ONE. The Ameri… https://t.co/qQrTCaxzJI
936723386646097921,President Trump’s National Security Advisor pled guilty to a federal crime relating to his contacts with the Russia… https://t.co/oOVKiu0jwo
936694851382468609,We can build an America where every kid has a shot at success. Where every family has some basic measure of economi… https://t.co/aGwUOmIu4h
936694518832869376,I don’t think a single middle class family in this country should pay more taxes so that big corporations &amp; billion… https://t.co/Hnb4z2D3I1
936694182227390465,The #GOPTaxScam is a smash-and-grab job. The GOP don’t even try to hide the corruption. And they don’t worry about… https://t.co/SjcJxJJPFo
936693941092732934,"This #GOPTaxScam is about paying off the rich, corporate donors that helped get the @SenateGOP elected. It’s about… https://t.co/imckvWDxU4"
936693696313090050,"The #GOPTaxScam isn’t about fiscal responsibility. For years, the GOP have whined about exploding debt. If this tri… https://t.co/9axe0sfSKR"
936693377294364672,The #GOPTaxScam isn’t about economic growth or jobs. Trickle down doesn’t work. But don’t take my word for it: top… https://t.co/tSQ6iqruzl
936693108624056320,The #GOPTaxScam isn’t about helping working people. It RAISES taxes for millions of middle class families. The… https://t.co/b2WHbs2v2M
936692120693460992,RT @SenateDems: The @SenateMajLdr says the Senate will vote today on the #GOPTaxScam - one problem: they're still re-writing it. https://t.…
936380251885768704,I’m glad @USTreasury's IG responded quickly to my request. Either Treasury used taxpayer funds to conduct analyses… https://t.co/22Turf55zX
936379867070902273,"Earlier today, I wrote to the @USTreasury Inspector General to request an investigation into Treasury’s alleged eco… https://t.co/rLcR95u74x"
936346047646924800,Corporations used to pick up 25% of the cost of running the government.  Now it’s 9% – and @SenateGOP wants to slas… https://t.co/af2JuL1aYN
936307820559044609,RT @SenateDems: .@SenWarren answers @mikeo188’s question on the #GOPTaxScam. Ask yours using #AskSenateDems https://t.co/0TyShCl7R3
936304950782676993,The tax/ANWR vote is happening today. And it’s a close fight. Now is the time to let @realDonaldTrump &amp; the GOP Con… https://t.co/u4hasjQ4YI
936304602621890560,Buried deep in the GOP tax bill – buried deep so no one would notice – is a provision to allow drilling for the fir… https://t.co/3tUMsU8oVE
936304354335879168,The Arctic National Wildlife Refuge is one of the last untouched wildernesses in our country. It's a beautiful land… https://t.co/pvCHV7x5qt
936057337118380033,.@SenateGOP is about 24 hours away from voting on a bill that would make the middle class pay more taxes so that bi… https://t.co/1gjsK2S5rg
935899418880077824,Republicans are handing corporations the tax plan of their dreams. And the rest of us will be paying for their joy… https://t.co/Snv3GKJzuX
935646932348866560,The Republican tax bill cuts taxes for corporations and raises taxes on students in debt. This is what Republican l… https://t.co/E9O99szbfF
935568415447756800,Hear Flora’s story and you’ll understand why the @CFPB is worth fighting for. https://t.co/XtzRQWNX2E
935205003295371264,"RT @MarkWarner: Since Day 1, the main criticism of the @CFPB is that it’s *too effective* at standing up for consumers. That speaks volumes…"
934953256173875206,Trump has put a cloud of uncertainty over the @CFPB by attempting to override Dodd-Frank. Mulvaney should take no a… https://t.co/n6vv2CmJug
934566578733142016,The only thing that will turn the @CFPB into a disaster is for @realDonaldTrump to ignore Dodd-Frank &amp; name an acti… https://t.co/NPQtuIqpHQ
934566218744377344,"The @CFPB has returned $12 billion to working families who were cheated. That’s government that works for the people, @realDonaldTrump."
934565823892676609,"Less than a decade after taxpayers bailed out the big banks, the banking industry made record profits last year. Th… https://t.co/Jvr1TsWgNJ"
934516570864439296,"If @realDonaldTrump believes he is acting legally by ignoring Dodd-Frank, he should go to court &amp; seek a judgment r… https://t.co/1EEJh0lgxT"
934516146312830976,"By ignoring Dodd-Frank &amp; naming his own acting @CFPB Director, @realDonaldTrump is causing chaos &amp; market uncertain… https://t.co/Vot0x621DG"
934515834646654978,"Bank lawyer Alan Kaplinsky &amp; I often disagree. But we agree that there is an ""enormous cloud of uncertainty"" over… https://t.co/GZwM3cTTrZ"
934254863143145473,".@realDonaldTrump can nominate the next @CFPB Director - but until that nominee is confirmed by the Senate, Leandra… https://t.co/Ruu0aKsLtP"
934254476394926081,"The Dodd-Frank Act is clear: if there is a @CFPB Director vacancy, the Deputy Director becomes Acting Director.… https://t.co/IkU5qzpiNV"
933361223101542401,RT @wamandajd: Tell @SenateMajLdr I said thanks for the 💰💰💰💰💰! $1.5 trillion will buy a whole lot of monocles. https://t.co/tQn9bCFMuR
933164786354880513,GOP claims a $1.5 trillion corporate tax cut will help working families. But who’s to say corporations won’t just r… https://t.co/uKvcPkhnpl
933072799681404928,@realDonaldTrump @FCC Ending #NetNeutrality doesn’t serve the public interest or benefit American consumers – it wi… https://t.co/stLeuYuRCX
933072567367331840,"We don’t know who is going to have the next big idea in this country, but they’re probably going to need to get onl… https://t.co/PinSnQa1S6"
933043426530033670,"Instead of learning from the terrible tax policy they tried in Kansas, @SenateGOP wants to replicate it nationwide. https://t.co/SYxS9gn4pl"
931312433079218176,Mick Mulvaney thinks the @CFPB shouldn’t exist. A member of the GOP anarchy gang has no business running the agency… https://t.co/DdJfLH5aJl
930986969139679237,Tune in now! https://t.co/jIZYcfSiK8
930972817004384258,Tonight l’ll be talking with Rachel @Maddow about Rich Cordray &amp; the future of the @CFPB. Tune in!
930937423680475137,RT @NydiaVelazquez: My friend @SenWarren &amp; I today wrote the Oversight Board for #PuertoRico calling for complete write off of PR’s debt ob…
930904886186737670,Watch live as I discuss today's breaking news that Director Rich Cordray will be stepping down as director of the… https://t.co/afAyqMFu5F
930853863397216263,The new Director of the @CFPB must be someone with a track record of protecting consumers &amp; holding financial firms… https://t.co/nPlr7X2cdb
930853639291326464,"At the @CFPB, Rich Cordray forced the biggest financial institutions to return $12B directly to the people they che… https://t.co/L8P55hI7Ri"
930845858626752523,"@SenatorDurbin @BetsyDeVos And read the report @SenatorDurbin and I released this week, telling the stories of 8 st… https://t.co/e045GHhUyg"
930845327019692032,Join me and @SenatorDurbin as we urge @BetsyDeVos to help students who've been defrauded by #4profit and scam colle… https://t.co/6NebfAuQLu
930593018217934848,The news just broke – Senate Republicans want to rip health insurance away from 13 million Americans... through the… https://t.co/cNfCDYYbEK
930516286236450817,"The GOP tax plan is the same snake oil they sold in Kansas, pushed by big donors -- not working families. (They’re… https://t.co/xMrrz63bs3"
930516206351765504,Republicans already tried slashing taxes for the rich in Kansas. It killed the state economy and working families paid the price.
930516144867463168,Republicans are relying on a few big lies to sell their awful tax plan. One is that slashing taxes for the rich will help working families.
930460633644052480,This guy’s bank got a $1.4B bailout in 2008. Now GOP &amp; Dem Senators want to roll back rules on his bank. That’s how… https://t.co/YlQuawF8yc
930125765642989568,Trump adviser and ex-banker @GaryCohn45: CEOs are “the most excited group” about GOP tax bill. Me &amp; Bernie: No kidd… https://t.co/ADRSBvC16v
929534496776400899,We owe our veterans a debt we can never repay. Watch as we honored a special group of vets at the US Capitol this w… https://t.co/0Sx3u7dV9e
929534088544792576,https://t.co/yzEke5xM9c
929024947095252994,.@SenFranken and I break down what CEOs will do with the tax giveaways they'll get if the GOP's corporate tax bill… https://t.co/R5n5tW2K1d
928681460135014401,"Do your job, @realDonaldTrump. Your Administration must work with Puerto Rican authorities to ensure an accurate hu… https://t.co/TH7QITXB1C"
928681095582945280,This is important. @realDonaldTrump has cited the death count to argue his disaster response to Puerto Rico was top… https://t.co/1fFvsujNSB
928680797518946305,"Last month, 12 senators joined me in calling on the Trump Administration to ensure the accuracy of the fatality cou… https://t.co/2735bAB9cD"
928680476893765632,"Puerto Rican officials have announced a jump in deaths since Hurricane Maria, but the official hurricane death toll… https://t.co/XBEx3DV8RW"
928035035869011968,Read my @washingtonpost op-ed on how the GOP outsourced its economic agenda to billionaires &amp; corporate donors. https://t.co/hmWdrCwKsw
928034774744264705,"The GOP’s rich donors want tax giveaways, and the party is happy to oblige. https://t.co/aM8KamHl4d"
927316213482622976,"Thoughts &amp; prayers are not enough, GOP. We must end this violence. We must stop these tragedies. People are dying while you wait."
927315837194784769,How many kids must die of gun violence on playgrounds &amp; streets every day with no attention at all before we wake up to what’s happening?
927315577655480320,How many more people must die at churches or concerts or schools before we stop letting the @NRA control this country's gun policies?
927315382255448065,"I'm heartsick for the victims, families &amp; community of Sutherland Springs. But I'm more than heartsick – I'm angry."
926220539705864192,"The future of 700k Dreamers as American as you &amp; me hangs in the balance. Do your job, Mr. President. Stop playing politics &amp; fix this."
926220259379630080,"Let me be clear: If Trump doesn’t keep his word &amp; Congress doesn’t pass a clean Dream Act, I won’t vote for a spending bill without it."
926219926305689602,"After a meeting with the @SenateGOP, it turns out @realDonaldTrump is willing to abandon Dreamers after all. https://t.co/5lVsahEO4W"
926219571035623425,.@realDonaldTrump promised to quickly move legislation through Congress to protect Dreamers from deportation. They’re still waiting.
926217211118804995,The @HouseGOP tax plan isn’t about helping the middle class. It’s about shoveling favors to corporate donors. https://t.co/hN55Fdc7b6
926110498076192768,The GOP unveiled their tax proposal this morning. Who wins and who loses in their plan? Bernie and I will tell you. https://t.co/AjXyKyA8AA
925889255456563202,The Senate should reject @realDonaldTrump’s judicial nominees &amp; stop helping the rich &amp; powerful capture our courts.
925889176398123008,Nobody who supports 1 justice system for the rich &amp; powerful &amp; 1 for everyone else should get a lifetime appointmen… https://t.co/asFNzkTQn0
925881238229012480,"I got an update from Mayor @CarmenYulinCruz of San Juan, Puerto Rico today. She sure is a fighter. https://t.co/c3p52JXFoy"
925812509814247426,Read my @Politico op-ed on why Supreme Court justices must demonstrate their commitment to equal justice under law. https://t.co/exzM39L15U
925812312874897409,"The very same day SCOTUS announced they’d hear Janus v AFSCME, Gorsuch was hobnobbing with anti-union funders at the Trump Hotel."
925812108536709121,Justice Gorsuch will likely be the deciding vote in a case to strip public sector unions of the resources they need to give workers a voice.
925805958579806208,"2015: GOP Rep tries to kill the Ex-Im Bank.
2017: Same guy suddenly likes the Ex-Im Bank &amp; wants to run it.
You’ve… https://t.co/3T2TwpmtPO"
925496759098384385,"Keeping the victims, first responders, &amp; people of NY in our thoughts tonight. We will not let terrorism or fear divide us. #NYCStrong"
925382851629068288,Heading to the Senate floor now to discuss how the GOP have helped powerful interests capture our courts. Watch: https://t.co/jc1R7Es8hG
925160848817115136,"I’ve seen some amazing cases of people spinning through the Washington revolving door, but Brian Montgomery for… https://t.co/tNXZu3Lgqx"
925157753341005824,.@realDonaldTrump just doesn't get it: banning people from serving based on gender identity is shameful &amp; it makes America less safe.
925157460532432901,"Once again, a court has put a stop to another extreme &amp; discriminatory policy of this President. https://t.co/p8EX9NP4I9"
925157255137447936,I'll say it again: the only thing that matters when it comes to allowing military personnel to serve is whether they can handle the job.
924796737407127553,29 days and counting. https://t.co/TunYyBtsHb
924052651582672898,"MA has permanent kiosks to drop off unused opioids &amp; also dropoff locations on Saturday. Find one near you:
 https://t.co/pcgzdw3dbC"
924052212699058177,Saturday 10/28 is National Prescription Drug Take Back Day. Find a dropoff location to safely dispose unused drugs. https://t.co/OkXI9PN7pp
924051925066289152,I fought hard to pass a bipartisan bill that lets doctors &amp; patients partially fill opioid prescriptions. But you can do your part as well.
924051625244790785,Unused opioids often collect dust in medicine cabinets – but 70% of adults who misuse prescription opioids get them from friends/relatives.
924051479979352064,Millions of Americans get their wisdom teeth taken out or have minor surgery &amp; don't use all the painkillers prescribed to them.
924042936483971072,"@SpeakerRyan Wrong, @SpeakerRyan. No group that represents real human beings wanted to make it easier for Wall St t… https://t.co/eR0ZS5IcWY"
924024045863165953,"Not once has Congress failed to authorize CHIP, which funds health care for kids. Except this year - when… https://t.co/MPJww3bgao"
923696828771590144,RT @AmericanLegion: Nat'l Cmdr: “We will not be silent while banks &amp; payday loan shops rip off servicemembers &amp; veterans.” Statement: https…
923631802719272960,It’s clear the Trump admin had 1 goal: to sabotage the ACA. @realDonaldTrump should stop the malicious attacks on US families &amp; do his job.
923631518798483456,".@realDonaldTrump's decision to cancel ACA ads was blatantly political, made with no regard for its impact on taxpayers or families."
923631208227049473,".@PattyMurray &amp; I called for an investigation on the ACA ads. The IG's findings, released yesterday, are disturbing. https://t.co/vtigx2SFfN"
923630991184408577,"Within days of taking office, @realDonaldTrump ordered @HHSGov officials to cancel ads encouraging people to sign up for ACA coverage."
923611079984451585,Bad news: @HouseGOP just passed the @SenateGOP budget. Who comes out ahead in this? The super-rich and big corporat… https://t.co/3NIBNId93b
923584463422058496,Over 20 military &amp; vets groups supported the @CFPB rule protecting our right to sue banks. @SenateGOP sided with th… https://t.co/ftpU79raKV
923333005418082309,I’m cosponsoring the USA Rights Act to ensure that the gov't protects our ntl security without trampling on privacy. https://t.co/j9ptqLz8xf
923332633089789952,Congress must step up &amp; refuse to reauthorize Section 702's surveillance program without significant new protections for Americans’ privacy.
923332229782220801,The US government should not be spying on US citizens’ emails &amp; phone calls without a warrant. Period.
923327860911329281,Watch @VP Pence &amp; the @SenateGOP give a giant wet kiss to Wall Street late last night while they thought you weren’… https://t.co/kEl0X4NQWV
923288760736985088,About to join @SenateDems on the floor to fight for CHIP. Children’s health doesn’t belong on the backburner. Watch: https://t.co/jc1R7Es8hG
923022140529659904,Tonight @VP Pence &amp; the @SenateGOP gave a giant wet kiss to Wall Street. No wonder Americans think the system is rigged against them. It is.
922994803868098560,I’m fighting @VP Pence &amp; the @SenateGOP's gift for the bank lobbyists until the very end. Watch live now: https://t.co/jc1R7Es8hG
922979848989093888,"If the @SenateGOP reverse the @CFPB’s rule tonight, they won’t be promoting a conservative agenda. They’re promoting the banks’ agenda."
922979444368793601,"Servicemembers, vets, seniors, and small businesses all support the @CFPB rule. Only people who don’t? Bank lobbyists. Oh, and @Equifax."
922979011810209792,Let’s be clear: No organization that represents actual human beings wants the @SenateGOP to reverse the @CFPB’s arbitration rule.
922978586855952385,"Millions of financial contracts have a clause limiting your right to go to court if you’re cheated, so the @CFPB wrote a rule to stop that."
922978201332342784,"We’re going to vote tonight on a @SenateGOP proposal that makes it harder to hold @WellsFargo &amp; @Equifax accountable. It's nuts, but true."
922977806409191425,Millions of Americans of all parties think Washington is rigged against them. Tonight’s vote is Exhibit A. https://t.co/0tfDxNahAm
922957661141946368,The @SenateGOP will soon vote to take away your legal rights against big corporations. I'm fighting back. Watch now: https://t.co/jc1R7Es8hG
922605762236571649,Breaking: @SenateGOP to vote tomorrow to take away your legal rights against companies like @Equifax &amp; @WellsFargo.… https://t.co/UaXkzIKlnu
922487662577152003,Warning: calling @Equifax to freeze your credit takes forever and may not even work. We need the FREE Act so freeze… https://t.co/B66LPmQEBf
922254529583656960,"You call this A+ work, @realDonaldTrump? Give me a break. PR &amp; USVI still need much more help. NOW. https://t.co/qecyW4FqLU"
922121582683803648,The GOP need to stop putting children's health at risk &amp; fund CHIP. https://t.co/XooCPkOBo9
921078493034827776,The latest @SenateGOP budget is garbage. We must fight back to protect the people we love and the programs we care… https://t.co/KIhSDwTdFl
921046696586633216,Happy to wear purple for @GLAAD’s #SpiritDay – and to fight every day for a country where LGBTQ youth feel safe and… https://t.co/PM5yN0L1N6
920835399605420033,.@realDonaldTrump - do your job. https://t.co/GUcRt9Umun
920763471700156417,"@BetsyDeVosED @MassAGO News flash to @BetsyDeVosED: As long as you keep ignoring the law, state AGs like @MassAGO w… https://t.co/RuaIO0wky9"
920763141755146242,"@BetsyDeVosED @MassAGO Yesterday, 18 state AGs sued @BetsyDeVosED again for illegally suspending Obama Admin… https://t.co/TWrnrixQEn"
920762797969018883,"@BetsyDeVosED In July, @MassAGO led 19 state AGs in suing DeVos for delaying rules to help students cheated by… https://t.co/JtbCqU0fTw"
920762579848519680,".@BetsyDeVosED has gone out of her way to give shady #4profit colleges everything on their wish list, even when it breaks the law."
920426590261207041,It’s long past time for @realDonaldTrump to fight for all Americans – not betray our values &amp; undermine our safety with a Muslim ban.
920426232533213184,.@realDonaldTrump just can’t take a hint. His illegal Muslim ban is now 0 for 3 vs the Constitution. https://t.co/F44rFqjqY1
920416991101497346,"To the credit reporting industry, people aren’t their customers. We’re just their products. We need to reform this… https://t.co/CGjpc5Yvtv"
920368710413639681,@CFPB The last thing Congress should do is hurt people’s rights to hold big banks accountable. Read my @BostonGlobe… https://t.co/Jm133OEEEf
920368534143762432,"The @CFPB's new rule stops forced arbitration clauses. Surprise, surprise: bank lobbyists hate it. They want Congress to reverse it ASAP."
920368320641163265,.@Equifax &amp; @WellsFargo both used forced arbitration clauses hidden in the fine print to keep millions of people from taking them to court.
920347032602148864,This is a disgrace. Our veterans deserve better. I’ll be demanding answers and accountability from @DeptVetAffairs. https://t.co/GJkP639N08
920330088733970433,It’s a simple question: Do we want Iran to have a nuclear weapon or not? https://t.co/QGEPcGRhqS
920025262221398017,Wonder why the @GOP tax plan shovels money to billionaires while raising taxes for millions of working families? https://t.co/Z98pze6iR6
920013112933314561,"If @realDonaldTrump won't reverse his birth control decision, Congress should make him. Read my @glamourmag op-ed. 
https://t.co/IHsChwnFVV"
920012908951678976,.@realDonaldTrump's attack on the ACA's birth control mandate not only attacked reproductive rights. It attacked women's economic freedom.
918921123257049089,"Responsible nations stick to their agreements. Responsible Presidents put America's safety first. If this President won't, Congress must."
918920839801856002,Secretary Mattis said it’s good for our national security to stay in the #Irandeal. Chairman Dunford said Iran was complying with the terms.
918920602358042624,"The #Irandeal is keeping Iran’s nuclear program under tough limits &amp; inspections. So far, it’s working to keep Iran away from a nuke."
918920375785918465,The President’s outrageous decision to decertify isolates the US from our allies &amp; increases the risk that Iran gets a nuclear bomb.
918897307013255174,Congress should act to stop @realDonaldTrump from following through on his threat to burn our health insurance system to the ground.
918897154709688320,GOP &amp; Dem governors have urged Congress to keep our promise to families &amp; hold down health insurance premiums. We should listen to them.
918896799167012864,"Cutting off payments that help low-income families afford health insurance is petty, cruel, &amp; just plain dumb."
918564801005092864,Chairman @ChuckGrassley should reject @SenateMajLdr’s dangerous proposal to end blue slips &amp; stand up for fair courts &amp; equal justice.
918564463372095495,".@SenateDems won’t sit silently while the rich &amp; powerful rig our courts &amp; ram through even more radical, right-wing, pro-corporate judges."
918564153073328128,Now @SenateMajLdr wants to end the decades-long tradition of letting senators weigh in on home-state judicial noms. https://t.co/2qZSP9uCXO
918563888542703621,".@SenateMajLdr McConnell &amp; the GOP used every tool to stop fair, noncontroversial Obama judicial nominees from serving on federal courts."
918483426642145280,Our federal govt must commit to helping the people of Puerto Rico &amp; the US Virgin Islands. US citizens deserve that much from their govt.
918483171418759169,"Step up &amp; do your job, @realDonaldTrump. Stop lying about how well things are going in Puerto Rico. Stop trying to avoid responsibility."
918482968930287618,"All along, @realDonaldTrump's response in Puerto Rico has been too little, too late. But he gives himself an ""A+."" Give me a break."
918482762130128896,It is outrageous that @realDonaldTrump is making veiled threats to withdraw relief workers from US citizens in need. That's poor leadership.
918482601308033026,Puerto Rico is still facing a humanitarian crisis. @realDonaldTrump seems more worried about blaming hurricane victims than helping them.
918244000158633985,To all the girls out there who face challenges and barriers and people telling you no: keep fighting like a girl.… https://t.co/ZJyWsNhBZS
918162418760605696,I’ll keep fighting for a world where everyone feels safe to be who they are and love who they love.… https://t.co/wFGx7WBc5f
917852773944840194,ALERT: Children’s Health Insurance Program is at risk. That means 9 million children could be left uninsured.… https://t.co/jM6PSZkOcN
917745526153502720,Congress needs to step up and do its job so doctors and nurses and health centers can do theirs. https://t.co/0y1DjwsKLE
916670904989499397,Before millions are subjected to another data breach like @Equifax – we must do something about it. That’s why I in… https://t.co/ZnisL3cUJr
916374111215112193,Access to birth control is about freedom &amp; the ability to plan &amp; build a future. This attack on basic health care is wrong.
916373780687093767,"The year is 2017, not 1917. Millions of Americans use contraception to prevent pregnancy, avoid STIs &amp; manage health conditions."
916373475488608256,Evidently the GOP believe the single most important issue facing our nation is to let employers deny women access to birth control coverage.
915985254829248517,Enough is enough. The credit reporting industry is broken. I want consumers to have control of their own data – not… https://t.co/PZLAf2lm8R
915693080082345985,"It's ok, @FoxNews! We can agree that @WellsFargo CEO should be fired. This isn't about politics. It's about protect… https://t.co/5WwKiL46kX"
915662743960727552,Incentives for companies like @Equifax are out of whack. Consumers should control their own data. Execs should face consequences for neglect
915662499948761088,.@Equifax did a bad job protecting data because they had no reason to care. They’re making MORE money selling fraud… https://t.co/U1g6DVMoFw
915591507935203328,About to question the former @Equifax CEO about his company’s inexcusable data breach &amp; response. Watch live: https://t.co/QGWCNeXZnq
915577842406187009,The fmr CEO of @Equifax is testifying before the @SenateBanking Committee this morning. Watch the hearing live here: https://t.co/QGWCNeXZnq
915396627472486400,.@WellsFargo will never change if the people responsible for the fake accounts scam are still in charge. CEO Tim Sl… https://t.co/BLzO7HUttf
915253870992822272,".@WellsFargo CEO Tim Sloan enabled the bank’s massive fake accounts scam, got rich off it, &amp; helped cover it up. He… https://t.co/tY9lqllIhb"
915242486859169793,I have more questions for @WellsFargo CEO Sloan about his plans for his lower-level employees. Watch now: https://t.co/nm6TAiiTU6
915226137881645056,About to question @WellsFargo CEO Sloan about his role in the massive fake accounts scandal. Watch live now: https://t.co/nm6TAiiTU6
915215560425791488,The new CEO of @WellsFargo is testifying before the @SenateBanking Committee. Watch the whole hearing live now: https://t.co/nm6TAiiTU6
915201769172537344,"The federal government cannot turn its back on our fellow US citizens who are stranded without food, water, electricity &amp; medicine."
915201632404692992,We are worried sick about our brothers and sisters in Puerto Rico and the US Virgin Islands. We must act NOW. https://t.co/1ESchwlqZF
914848392018321408,Tragedies like Las Vegas have happened too many times. We need to have the conversation about how to stop gun violence. We need it NOW.
914847925632716800,"Thoughts &amp; prayers are NOT enough. Not when more moms &amp; dads will bury kids this week, &amp; more sons &amp; daughters will grow up without parents."
914847687727607808,I’m heartsick for people in Nevada &amp; across the country who woke up to this news &amp; are worried that their family &amp; friends are ok.
914847526632779776,I’m heartsick for the victims of last night’s massacre in Las Vegas &amp; their loved ones.
914211602798448640,"The definition of ""poor leadership"" is sitting at your golf club while millions of US citizens beg for your help, @realDonaldTrump."
914211270693474304,"Disaster relief workers &amp; volunteers are doing God's work right now. PR needs help, not bullying, from the @POTUS. https://t.co/taJi5os93C"
914210971522084865,"PR is in CRISIS. US citizens are dying. Millions of people need their govt's help. Stop playing politics with their lives, @realDonaldTrump."
914210600296820736,FEMA's Puerto Rico plans are outdated &amp; are outpaced by charities. Distribution is woefully inadequate &amp; people need basic medical care now.
914210303822454784,I just got off the phone with Mayor @CarmenYulinCruz. I told her to keep up her heroic work &amp; leadership on behalf of Puerto Rico.
913912855384248321,.@realDonaldTrump should use his authority to more quickly &amp; comprehensively respond to Puerto Rico &amp; the USVI. The… https://t.co/e4RcJMKyXI
913912533622411264,Congress must immediately take up an appropriations bill to come to Puerto Rico &amp; the US Virgin Islands’ aid.
913912260439023616,"Today I met with community leaders &amp; local officials in Worcester &amp; Springfield, &amp; listened to family of people str… https://t.co/cSngRNCnOi"
913912036152750080,"Every day, I get more &amp; more calls from people across MA who are desperately worried about the people they love in Puerto Rico."
913911831332315136,"With every day that passes, I’m more outraged that the federal govt isn’t doing more to help our fellow Americans in Puerto Rico &amp; the USVI."
913911588893097984,Puerto Rico was already suffering from an economic crisis long before it got hit by the hurricane. Now it faces another humanitarian crisis.
913905992718520322,.@realDonaldTrump should pick a new @HHSGov Sec who cares less about luxury travel &amp; ripping away health care &amp; more about families' health.
